ODOMETRY -2.0000198826204527 -0.49999629414933644 4.909480172567776e-05
SENSOR 5 2.998826742172241 3.01648211479187
SENSOR 6 2.0195930004119873 1.9794780015945435
SENSOR 7 1.9588627815246582 1.9410697221755981
SENSOR 8 1.9287161827087402 1.946216344833374
SENSOR 9 1.9691084623336792 1.9929577112197876
ODOMETRY -2.0000199020920046 -0.4999961794804974 5.090298190582388e-05
SENSOR 5 3.0108118057250977 3.00476336479187
SENSOR 6 2.0132699012756348 1.9692182540893555
SENSOR 7 1.9656956195831299 1.9535678625106812
SENSOR 8 1.940802812576294 1.9507023096084595
SENSOR 9 1.962754487991333 1.987931489944458
ODOMETRY -2.000019921564055 -0.49999606481011916 5.2711187063264276e-05
SENSOR 5 3.0502564907073975 3.020780563354492
SENSOR 6 3.010427236557007 2.004549264907837
SENSOR 7 1.9794120788574219 1.934399962425232
SENSOR 8 1.9455902576446533 1.9433538913726807
SENSOR 9 1.9576914310455322 1.9678913354873657
ODOMETRY -2.000848303259394 -0.5000567021193786 0.09170741242487242
SENSOR 1 3.0535471439361572 3.021287202835083
SENSOR 2 3.0264155864715576 2.0427074432373047
SENSOR 3 1.9841610193252563 1.9567594528198242
SENSOR 4 1.9490435123443604 1.9505598545074463
SENSOR 5 1.9419046640396118 1.963605284690857
SENSOR 8 0.9662504196166992 0.9553512930870056
SENSOR 9 0.9273672103881836 0.9183028936386108
ODOMETRY -2.001735287013069 -0.5002086285368764 0.19180475162540686
SENSOR 1 1.9411152601242065 1.954221248626709
SENSOR 2 1.9488521814346313 1.9521132707595825
SENSOR 3 1.9830254316329956 2.0206680297851562
SENSOR 5 0.9998819231987 0.9732142090797424
SENSOR 6 0.9502993226051331 0.9358264207839966
SENSOR 7 0.92815101146698 0.9210433959960938
SENSOR 8 0.8976866602897644 0.9059459567070007
SENSOR 9 0.9041426777839661 0.926125168800354
ODOMETRY -2.00260488312033 -0.5004489691385858 0.2919877634057247
SENSOR 2 1.0508861541748047 0.9796299934387207
SENSOR 3 0.9533787369728088 0.9326908588409424
SENSOR 4 0.9423973560333252 0.9130345582962036
SENSOR 5 0.9153873920440674 0.8985913395881653
SENSOR 6 0.9201897978782654 0.9158894419670105
SENSOR 7 0.9106995463371277 0.9078807234764099
SENSOR 8 0.9342716932296753 0.9494408965110779
SENSOR 9 0.9694007039070129 0.9740580320358276
ODOMETRY -2.0034486483582796 -0.5007759559939552 0.39225435939119796
SENSOR 1 0.9297270774841309 0.9295381903648376
SENSOR 2 0.9102640151977539 0.9143826961517334
SENSOR 3 0.8910239338874817 0.9355624318122864
SENSOR 4 0.9154464602470398 0.9281222820281982
SENSOR 5 0.919707715511322 0.9400582909584045
SENSOR 6 0.9586626887321472 0.9734704494476318
SENSOR 7 0.97426837682724 2.4357686042785645
SENSOR 8 2.4494311809539795 2.448075294494629
SENSOR 9 2.4834508895874023 2.514799118041992
ODOMETRY -2.0042568831789795 -0.5011860462105296 0.49251755848161816
SENSOR 1 0.877909243106842 0.9090563654899597
SENSOR 2 0.9385464787483215 0.9178597331047058
SENSOR 3 0.9227222204208374 0.9465548992156982
SENSOR 4 0.981419563293457 2.455251455307007
